YYYY,MM,DD,h,1_Record_Chugoku_to_Kyushu,2_Record_Chugoku_to_Shikoku,3_Record_Kansai_to_Chugoku,4_Record_Kansai_to_Shikoku,5_Record_Hokuriku_to_Kansai,6_Record_Chubu_to_Hokuriku,7_Record_Chubu_to_Kansai,8_Record_Tokyo_to_Chubu,9_Record_Tohoku_to_Tokyo,10_Record_Hokkaido_to_Tohoku,1_Plan_Chugoku_to_Kyushu,2_Plan_Chugoku_to_Shikoku,3_Plan_Kansai_to_Chugoku,4_Plan_Kansai_to_Shikoku,5_Plan_Hokuriku_to_Kansai,6_Plan_Chubu_to_Hokuriku,7_Plan_Chubu_to_Kansai,8_Plan_Tokyo_to_Chubu,9_Plan_Tohoku_to_Tokyo,10_Plan_Hokkaido_to_Tohoku
2024,7,4,6,-1460,-928.5,-1370.6667,0,-124,-298.8333,-2018,-661.66667,4243.3333,9.5,-1544.9,-942.8,-1034.456,0,-214.2,-300,-2000,-854,4260,-21.2
2024,7,4,7,-1522.6667,-910,-1593.8333,0,-236,-299,-2034,-738,4290,-60.66667,-1565.9,-889.1,-1175.572,0,-216.6,-300,-2000,-894.9,4260,-150
2024,7,4,8,-1572.6667,-1033,-1547.3333,0,-76,-299,-1964.6667,-658,4303.3333,6.333333,-1618.9,-965.8,-1120.234,0,-163.6,-300,-2000,-949.1,4260,-43.4
2024,7,4,9,-1638.6667,-895.5,-1384,0,-46.666667,-298.3333,-2026,-816.33333,4221.6667,16.83333,-1620.9,-905.6,-1106.72,0,-145.8,-300,-2000,-944.3,4260,-71.3
2024,7,4,10,-1645.3333,-840,-1345.3333,0,-126.66667,-298.6667,-2039.3333,-943.66667,4201.6667,-9.833333,-1615.2,-824,-1149.282,0,-142.2,-300,-2000,-871.3,4260,-70.4
2024,7,4,11,-1678,-841,-1392,0,-196.66667,-298.3333,-1975.3333,-616,4236.6667,-25.83333,-1582.6,-786.6,-1116.622,0,-107,-300,-2000,-943.2,4260,-74.4
2024,7,4,12,-1678.6667,-841.5,-1440,0,-274.66667,-298.8333,-2060.6667,-1042.5,4318.3333,-9.166667,-1572.5,-829.1,-1112.486,0,-223.9,-300,-2000,-1086,4260,-42.4
2024,7,4,13,-1688.6667,-871,-1428,0,-289.33333,-299,-2023.3333,-1063.3333,4278.3333,-58.83333,-1597.4,-885.7,-975.468,0,-225.1,-300,-2000,-1140,4260,-42.8
2024,7,4,14,-1682.6667,-983,-1707,0,-298.66667,-298.8333,-1980.6667,-969.5,4331.6667,-77.83333,-1734.3,-836.3,-1266.46,0,-229,-300,-2000,-1140,4260,-124.7
2024,7,4,15,-1954.6667,-1081,-2282,0,-348,-299.3333,-1970,-974,4300,-136.8333,-1807.6,-905.2,-1315.648,0,-236.3,-300,-2000,-1140,4260,-169.1
2024,7,4,16,-2200,-1163,-2390.3333,0,-359.33333,-298,-1935.3333,-742.16667,4336.6667,-170.6667,-1954.2,-921.4,-1508.8,0,-257.6,-300,-2000,-1140,4260,-170
2024,7,4,17,-2372,-1154,-2525.3333,0,-76,-136.1667,-2162,-512.83333,4711.6667,-143.1667,-2202.4,-1034.6,-1785.012,0,9.1,-139.7,-2494.2,-1140,4710,-180
2024,7,4,18,-2336.6667,-1287,-2738.3333,0,-192,-296.3333,-2186,-599.66667,4761.6667,-124.5,-2141.7,-1298.4,-1735.086,0,-148.8,-300,-2500,-1140,4710,-180
2024,7,4,19,-2687.3333,-1293,-2876,0,-150,-186.3333,-2271.3333,-1022,4756.6667,-137.8333,-2301.7,-1296.5,-2151.696,0,-184.3,-187.4,-2499.9,-1140,4710,-190
2024,7,4,20,-2773.3333,-1349,-3038.6667,0,92,1,-2036.6667,-609.5,4705,-157.6667,-2344.2,-1395.7,-2215.978,0,10.2,0,-2489.1,-1140,4710,-190
2024,7,4,21,-2643.3333,-1408,-2925.3333,0,-61.333333,-106.1667,-1684.6667,-378.5,4755,-136,-2672.1,-1450,-2461.666,0,-170.5,-107.1,-2499.6,-1140,4710,-190
2024,7,4,22,-2146.6667,-1403,-2990.6667,0,-2.666667,-151.6667,-1703.3333,-422.33333,4671.6667,-69.83333,-2780,-1450,-2572.836,0,-134.8,-169.9,-2500,-1140,4710,-190
2024,7,4,23,-2380,-1342,-2938.6667,0,288.66667,1,-1946,-227.66667,4681.6667,-73.16667,-2776.9,-1417.8,-2635.736,0,189,0,-2500,-1140,4710,-200
2024,7,4,24,-1995.3333,-1158.5,-2620,0,133.33333,-296,-1596.6667,473.16667,4721.6667,-66.66667,-2780,-1245.7,-2922.658,0,58.3,-300,-2499.3,-1139.3,4710,-200
2024,7,4,25,-2132.6667,-1333.5,-2826.6667,0,273.33333,-172.6667,-2188.6667,-333.16667,4778.3333,-67.66667,-2720,-1423.7,-2645.984,0,107.9,-175.2,-2500,-1140,4710,-180
2024,7,4,26,-2541.3333,-1296,-3054.6667,0,291.33333,-88.66667,-2367.3333,-1105.1667,4740,-101,-2719.4,-1403.6,-2724.026,0,197,0,-2500,-1140,4710,-180
2024,7,4,27,-2716,-1382,-3661.3333,0,268,-111.8333,-2431.3333,-1116.6667,4770,-173.1667,-2770,-1448.2,-2770.806,0,316.5,0,-2184.6,-1140,4710,-190
2024,7,4,28,-2834,-1346,-3892,0,342.66667,-157.5,-2538,-1115.3333,4745,-189.6667,-2780,-1394,-3041.326,0,319.6,0,-2027.9,-1140,4710,-190
2024,7,4,29,-2746,-1403.5,-4056,0,270.66667,-138.8333,-2466,-1076.1667,4755,-176.3333,-2780,-1447.8,-3140.078,0,163.3,0,-1852.1,-1140,4710,-190
2024,7,4,30,-2707.3333,-1381.5,-3981.3333,0,284,-13.83333,-2327.3333,-704.33333,4716.6667,-82.33333,-2780,-1448,-3151.026,0,232.2,0,-1849.6,-1140,4710,-190
2024,7,4,31,-2698.6667,-938.33333,-3478.6667,0,378.66667,1,-1511.3333,-510.16667,4723.3333,-118.3333,-2780,-1450,-3142.356,0,394.5,0,-1747.2,-1140,4710,-190
2024,7,4,32,-2752.6667,-852.5,-3493.3333,0,478.66667,1,-1692.6667,-404.16667,4675,-184.5,-2780,-1450,-3114.54,0,513,0,-1787.3,-1140,4710,-190
2024,7,4,33,-2654,-817,-3132,0,694.66667,1,-1564.6667,9.166667,4766.6667,-16.33333,-2673.6,-1448.5,-2895.124,0,715.1,0,-2016.2,-1140,4710,7.9
2024,7,4,34,-2683.3333,-1247,-3489.3333,0,589.33333,-173,-2511.3333,-629,4651.6667,-61.83333,-2630.1,-1428.2,-2798.986,0,718.4,0,-2455.4,-1140,4710,-18.8
2024,7,4,35,-2476.6667,-1146,-3386.6667,0,565.33333,-294.8333,-2562,-1065.1667,4615,-29.16667,-2209.5,-1351.7,-2374.21,0,762.2,0,-2382.8,-1140,4710,24.7
2024,7,4,36,-2307.3333,-1029.3333,-3162.6667,0,520.66667,-296.5,-2546,-888.83333,4596.6667,1.333333,-2078.7,-1285.2,-2386.948,0,697.2,0,-2447.8,-1140,4710,38.3
2024,7,4,37,-1786,-1044.5,-2638.6667,0,556,-297.6667,-2468.6667,-671.16667,4601.6667,28.16667,-1883.7,-1303.2,-2118.054,0,652.5,-178.9,-2491.6,-1137.2,4710,83.6
2024,7,4,38,-1648,-981,-2418.6667,0,476,-297.5,-2487.3333,-831.5,4376.6667,19,-1794.7,-1208.6,-2112.106,0,692.4,-159,-2495.3,-1126.2,4472.6,-32.9
2024,7,4,39,-1605.3333,-1300.5,-2221,0,589.33333,-201.1667,-2524.6667,-1101,4251.6667,19.83333,-1535.1,-1209.4,-1464.494,0,753.3,0,-2270.1,-1140,4532.9,-45
2024,7,4,40,-1715.3333,-1198,-2177.6667,0,695.33333,-53.16667,-2450,-1119.6667,4376.6667,21.16667,-1565.7,-982,-1291.218,0,725.1,0,-1955.3,-1140,4653.1,-0.3
2024,7,4,41,-1521.3333,-1326,-2261.6667,0,648,-112.3333,-2530,-1099.6667,4305,33.5,-1433.2,-1083.1,-1286.322,0,729.8,0,-1971.5,-1140,4365.3,27.9
2024,7,4,42,-1611.3333,-1272,-2174.3333,0,654,-34.66667,-2455.3333,-1116.8333,4435,25.16667,-1476.5,-1173.2,-1345.254,0,645.2,0,-1953.4,-1140,4378,28.1
2024,7,4,43,-1382.6667,-1343.5,-1927.3333,0,464,1,-2164.6667,-1117.3333,4545,13.83333,-1277.4,-1241,-1101.414,0,458.5,0,-1722.5,-1140,4698.5,13.3
2024,7,4,44,-1332,-1316,-1675.6667,0,552,1,-2370,-1116.3333,4570,-34.66667,-1228.8,-1334.7,-951.788,0,458.2,0,-2262.9,-1140,4710,-108.4
2024,7,4,45,-1314,-1311,-1537.6667,0,225.33333,-284.5,-2082,-1117.5,4243.3333,-35,-1174.2,-1387.3,-780.626,0,216.9,-218.3,-2000,-1140,4260,-150
2024,7,4,46,-1208,-1343.5,-1387,0,85.333333,-299.1667,-2034,-1117.5,4276.6667,-35.83333,-1279.9,-1420.2,-744.812,0,14.9,-300,-2000,-1140,4260,-150
2024,7,4,47,-1356,-1036.6667,-1290.6667,0,-106.66667,-299.5,-2055.3333,-1098.8333,4268.3333,-63,-1372.1,-1119.2,-920.814,0,-63.1,-300,-2000,-1133.6,4260,-150
2024,7,4,48,-1211.3333,-920.5,-833.33333,0,-133.33333,-298.3333,-2023.3333,-1074.8333,4228.3333,-17.5,-1307.3,-880.3,-666.462,0,-152.1,-300,-2000,-1140,4165.6,-38.5
2024,7,5,1,-1350.6667,-977.66667,-1152,0,142.66667,-298.3333,-2044.6667,-1106.6667,4235,49.33333,-1457.6,-1061.3,-828.002,0,11.6,-300,-2000,-861.8,4260,37.4
2024,7,5,2,-1370,-1119,-1402.6667,0,125.33333,-298,-2098,-1118,4276.6667,88.5,-1487.6,-1151.5,-971.464,0,-68.1,-300,-2000,-566.9,4260,124.4
2024,7,5,3,-1486.6667,-1174,-1477.6667,0,34,-298.3333,-1954,-1088.6667,4266.6667,4.333333,-1530.6,-1185,-793.766,0,-57.9,-300,-2000,-645.9,4260,-3.7
2024,7,5,4,-1466.6667,-1102,-1432,0,182.66667,-298.8333,-2055.3333,-940,4288.3333,15.83333,-1530.9,-1059.1,-842.182,0,76.8,-300,-2000,-713.7,4260,-75
2024,7,5,5,-1651.3333,-1124.5,-1385.3333,0,110,-298.5,-1999.3333,-946,4258.3333,3.833333,-1559.1,-1032.9,-891.918,0,-21.4,-300,-2000,-752.8,4260,-66.2
2024,7,5,6,-1652,-1112,-1386.6667,0,35.333333,-299.1667,-1994,-1039.5,4280,-34.83333,-1588.6,-1094.1,-882.456,0,-98.1,-300,-2000,-774.3,4260,-135.2
2024,7,5,7,-1644.6667,-1141.5,-1544.6667,0,19.333333,-298.6667,-1991.3333,-959.5,4261.6667,-10,-1607.2,-1119.3,-855.728,0,-135.4,-300,-2000,-734.2,4260,-80.6
2024,7,5,8,-1694,-1084.5,-1309.3333,0,141.33333,-299,-1980.6667,-913.16667,4263.3333,13.5,-1589.5,-1053.7,-740.902,0,-13.9,-300,-2000,-814.5,4260,5.4
2024,7,5,9,-1742.6667,-1056.5,-1333.3333,0,166.66667,-298.6667,-2060.6667,-1029.1667,4256.6667,21.83333,-1588.3,-1020.8,-706.21,0,-10.7,-300,-2000,-826,4260,-56.9
2024,7,5,10,-1653.3333,-1003.1667,-1089.3333,0,141.33333,-299.1667,-1991.3333,-983.33333,4266.6667,28.16667,-1613.1,-972.6,-739.972,0,13.2,-300,-2000,-800,4260,-18
2024,7,5,11,-1658.6667,-950,-1188,0,115.33333,-298.8333,-2002,-910.83333,4240,8.333333,-1588.8,-926.9,-809.568,0,17.1,-300,-2000,-772.6,4260,1
2024,7,5,12,-1592,-1038.6667,-1153.3333,0,138.66667,-298.6667,-1986,-863.16667,4325,10.83333,-1576.2,-996.9,-713.896,0,30.7,-300,-2000,-814.7,4260,-67.4
2024,7,5,13,-1593.3333,-1063,-1390.6667,0,26.666667,-299.1667,-1996.6667,-1116.3333,4291.6667,-63.83333,-1658.3,-1014.1,-969.038,0,-134.6,-300,-2000,-975.2,4260,-160
2024,7,5,14,-1766.6667,-987.66667,-1727.3333,0,28,-299,-2044.6667,-1116.6667,4305,-72,-1765.4,-945.6,-1107.134,0,-170.1,-300,-2000,-1140,4260,-137.9
2024,7,5,15,-1823.3333,-1124.5,-2232.6667,0,110,-298.3333,-1988.6667,-1116.3333,4270,-68.66667,-1759.8,-1028,-1424.488,0,-194.9,-300,-2000,-1140,4260,-170
2024,7,5,16,-1927.3333,-1202,-2565.6667,0,-89.333333,-298.8333,-1972.6667,-1115.8333,4293.3333,-70.5,-1912,-1075,-1574.754,0,-200.3,-300,-2000,-1140,4260,-170
2024,7,5,17,-2065.3333,-1188.5,-2960,0,92.666667,-173.5,-2471.3333,-1118,4626.6667,-33.33333,-2160.1,-976.9,-1882.492,0,123.7,0,-2346.3,-1140,4710,-190
2024,7,5,18,-2120,-1347,-3317.3333,0,-4,-117.6667,-2263.3333,-1064.1667,4191.6667,-34.5,-2437.7,-1154.1,-2002.91,0,-82.6,-83.5,-2499.9,-1140,4710,-190
2024,7,5,19,-1992.6667,-1421.5,-3520,0,-340,-294.1667,-2202,-1116.5,3911.6667,-11.66667,-2384.4,-1450,-2137.932,0,-457.2,-300,-2499.7,-1140,4710,-73
2024,7,5,20,-1887.3333,-1424,-3533.3333,0,-278.66667,-290.3333,-2119.3333,-980,3965,27.5,-2600.9,-1450,-2260.186,0,-349.9,-300,-2499.8,-1140,4710,-72.8
2024,7,5,21,-2200,-1414,-3705.3333,0,-286.66667,-248.5,-2114,-1068.6667,4306.6667,-34,-2732.8,-1396.3,-2417.076,0,-408.5,-249.4,-2499.3,-1140,4710,-199
2024,7,5,22,-1556.6667,-1413.5,-3165.3333,0,-92,-123.6667,-2082,-1062.5,4383.3333,-34.83333,-2748.7,-1450,-2229.634,0,-230.6,-139.9,-2491.8,-1140,4710,-199
2024,7,5,23,-955.33333,-1406,-2771.6667,0,94.666667,1,-1826,-848.5,4331.6667,-67.66667,-2659.5,-1449.4,-2400.598,0,-67.4,0,-2500,-1140,4340,-198.8
2024,7,5,24,-978.66667,-1378,-2812.6667,0,158.66667,1,-1660.6667,-569,4340,-67.83333,-2728.8,-1450,-2452.588,0,43.5,0,-2500,-1140,4340,-198.2
2024,7,5,25,-1006,-1342.5,-2572.6667,0,169.33333,1,-1676.6667,-970,4315,-194,-2720,-1398.2,-2090.3,0,99.8,0,-2067.3,-1140,4340,-190
2024,7,5,26,-1112.6667,-1351.5,-2454,0,230.66667,1,-1522,-1001.8333,4350,-204.8333,-2705,-1412.7,-2022.954,0,178,0,-2093.3,-1140,4340,-190
2024,7,5,27,-859.33333,-1383,-2548.6667,0,325.33333,1,-1324.3333,-984.5,4313.3333,-206.6667,-2632.1,-1450,-2610.722,0,180,0,-1949.2,-1140,4340,-200
2024,7,5,28,-936,-1353.5,-2906.6667,0,222.66667,1,-1522,-1115.6667,4383.3333,-175.8333,-2778.7,-1450,-3080.376,0,125.8,0,-2058.6,-1140,4340,-198.8
2024,7,5,29,-1107.3333,-1423,-2350,0,312,1,-746.66667,-1117.1667,4348.3333,-117.3333,-2780,-1450,-3038.9,0,169.2,0,-1774,-1140,4340,-200
2024,7,5,30,-1051.3333,-1396,-2490,0,361.33333,1,-928.66667,-1117.5,4248.3333,-92,-2780,-1450,-3061.2,0,266.4,0,-1830.2,-1140,4340,-200
2024,7,5,31,-1696.6667,-1413,-2982.6667,0,314.66667,1,-1399.3333,-1115.5,4301.6667,-72.5,-2780,-1450,-3078.046,0,308.2,0,-1809.1,-1133.7,4340,-188.5
2024,7,5,32,-1816,-1410.5,-3354.6667,0,290,1,-1330,-1117.6667,4285,-84.5,-2780,-1450,-3001.104,0,265.6,0,-1803,-1109.2,4340,-190
2024,7,5,33,-1948,-1431,-3540,0,448,1,-1351.3333,-1118.6667,4110,-85,-2770,-1450,-2884.276,0,451.9,0,-2153.1,-1140,4340,-194.1
2024,7,5,34,-2112.6667,-1435.5,-3752,0,402,1,-1628.6667,-1041.1667,3895,-107,-2703.8,-1450,-3148.21,0,403.5,0,-2152.7,-964.5,4340,-200
2024,7,5,35,-2130.6667,-1424.5,-3492,0,328,1,-1903.3333,-1090.8333,3966.6667,-107.8333,-2342.7,-1450,-2884.458,0,405.2,0,-2029.2,-1140,4340,-190
2024,7,5,36,-1898,-1416.5,-3046.6667,0,385.33333,1,-1348.6667,-781.33333,4063.3333,-81.5,-2011.3,-1450,-2430.524,0,493.5,0,-1522.2,-590,4340,-190
2024,7,5,37,-1850.6667,-1403,-2974.6667,0,620,1,-1257.6667,-660.16667,4346.6667,-121,-1817.1,-1450,-2188.046,0,601.6,0,-1480.2,-348.1,4340,-190
2024,7,5,38,-1872,-1319.5,-2734.6667,0,685.33333,1,-1020,-633.5,4240,-160.6667,-1588.6,-1353.4,-1892.82,0,702.8,0,-1492,-452.5,4340,-190
2024,7,5,39,-1776.6667,-1132,-2288.3333,0,756,1,-1970,-1118,4325,-183.6667,-1357.7,-1296.2,-1298.928,0,690,0,-1889.8,-712.2,4340,-190
2024,7,5,40,-1686,-1151.5,-2114.3333,0,769.33333,1,-1626,-1117.8333,4338.3333,-84.5,-1320.1,-1327.1,-1276.938,0,719,0,-1744.2,-723.1,4340,-190
2024,7,5,41,-1637.3333,-1260.5,-2369.6667,0,746.66667,1,-1298,-1117.5,4331.6667,-67.83333,-1492.7,-1345.5,-1521.032,0,721.2,0,-1429.5,-691.4,4340,-180
2024,7,5,42,-1622,-1071,-2302.6667,0,506.66667,1,-1527.3333,-1117.5,4291.6667,-72.66667,-1349.2,-1338.2,-1296.45,0,534.9,0,-1600.7,-596.6,4340,-180
2024,7,5,43,-1772,-1389,-2848,0,409.33333,1,-2130,-1111,4361.6667,-83,-1492,-1358.2,-1451.028,0,348.9,0,-1339.8,-480.9,4340,-159.8
2024,7,5,44,-1798.6667,-1303,-2451,0,239.33333,1,-1922,-1110.8333,4368.3333,-35,-1555.2,-1396.4,-1240.336,0,189.7,0,-1543.4,-513,4340,-107.2
2024,7,5,45,-1560.6667,-1292.5,-2150,0,420.66667,-8.5,-1908.6667,-1116.5,4481.6667,-68.83333,-1323.9,-1396.2,-1168.368,0,351.2,0,-1949.9,-1017.5,4490,-141
2024,7,5,46,-1414,-1115.5,-1980.6667,0,154,-266.5,-1831.3333,-1118.1667,4515,-69,-1265.2,-1241.5,-1271.664,0,122.3,-271.4,-1999.4,-918.7,4490,-160
2024,7,5,47,-1369.3333,-851.5,-1603,0,89.333333,-299.3333,-2058,-1117,4546.6667,-35,-1346.1,-897.5,-1291.732,0,-58.8,-300,-2000,-911.1,4490,-150
2024,7,5,48,-1374,-790,-1164,0,-10.666667,-298.6667,-2066,-1117.5,4503.3333,-35,-1292.6,-859.2,-831.826,0,-271.2,-300,-2000,-1092,4490,-125.6
2024,7,6,1,-1215.3333,-1025.3333,-1181.3333,0,328,-298.5,-2018,-984.5,4436.6667,4.333333,-1275.3,-1189.3,-886.266,0,-56.1,-300,-2000,-286.9,4490,0
2024,7,6,2,-1254.6667,-1075,-1549.6667,0,291.33333,-298.5,-1911.3333,-936.83333,4513.3333,24.33333,-1224.8,-1219.4,-781.34,0,102.4,-300,-2000,-89.3,4490,0
2024,7,6,3,-1192,-1065.5,-1500.3333,0,437.33333,-299.1667,-1975.3333,-832.33333,4511.6667,11,-1232.2,-1116.1,-789.02,0,220.8,-300,-2000,-204.6,4490,10.5
2024,7,6,4,-1334.6667,-1114.5,-1927.3333,0,472,-296.3333,-1964.6667,-742.33333,4516.6667,-17.33333,-1264.8,-1158.8,-833.104,0,375.5,-300,-2000,-147.7,4490,-46.2
2024,7,6,5,-1271.3333,-1121,-1818,0,490.66667,-299,-1967.3333,-649.83333,4511.6667,-58.83333,-1288.1,-1056.9,-868.094,0,438.5,-300,-2000,-244.9,4490,-63.8
2024,7,6,6,-1250.6667,-1123,-1770,0,538,-297.6667,-2002,-889.5,4500,-83.66667,-1154.4,-1024,-719.24,0,521.9,-300,-2000,-314.3,4490,-150
2024,7,6,7,-1587.3333,-1057,-1871.3333,0,526,-299,-1986,-724.83333,4516.6667,-100.8333,-1196.1,-999.4,-657.196,0,420.7,-300,-2000,-308,4490,-150
2024,7,6,8,-1554,-1011.1667,-1915.3333,0,485.33333,-298.1667,-1927.3333,-862.5,4486.6667,-114.6667,-1197.1,-941.1,-747.826,0,275.3,-300,-2000,-338.2,4490,-132.5
2024,7,6,9,-1486,-935.5,-2007.3333,0,324.66667,-297,-1943.3333,-1087.1667,4535,-74.16667,-1311.3,-892.3,-873.92,0,202.3,-300,-2000,-376.2,4490,-83.3
2024,7,6,10,-1474.6667,-863.5,-2050,0,108,-296.6667,-1842,-858,4528.3333,-102.5,-1349,-859.3,-937.894,0,62.1,-300,-2000,-351.2,4490,-101.5
2024,7,6,11,-1368.6667,-857.5,-1730,0,293.33333,-292.3333,-1410,-354.5,4483.3333,-45.66667,-1325.4,-806.7,-953.298,0,-35.7,-300,-2000,-361.9,4490,-160
2024,7,6,12,-1430,-973.33333,-1810,0,291.33333,-295.5,-1348.6667,-289,4561.6667,18.66667,-1171.6,-898.8,-844.896,0,-143.8,-300,-2000,-113.7,4490,-79
2024,7,6,13,-1531.3333,-983.16667,-1884.6667,0,101.33333,-297.8333,-1596.6667,-399.5,4500,36,-1007.5,-734.4,-811.296,0,-33.9,-300,-2000,-305.4,4490,-42.6
2024,7,6,14,-1159.3333,-1002.3333,-1824.6667,0,6.666667,-290,-1727.3333,-344.16667,4516.6667,2,-1073.9,-624.4,-942.18,0,-191.7,-300,-2000,-823.9,4490,-21.2
2024,7,6,15,-1617.3333,-701.5,-2484.6667,0,-310.66667,-297.1667,-1898,-381,4530,25.5,-1098.7,-567,-1354.998,0,-313.2,-300,-2000,-731.8,4490,-38.3
2024,7,6,16,-1584.6667,-542.5,-2490,0,-477.33333,-298.5,-1940.6667,-401.33333,4555,-26.16667,-1199.2,-703.5,-1556.436,0,-412.2,-300,-2000,-711.3,4490,-86.9
2024,7,6,17,-1586.6667,-627,-2961.3333,0,-460.66667,-218.8333,-2476.6667,-1023.5,5013.3333,3.333333,-1324.5,-734.4,-1804.418,0,-365.3,-186,-2499.9,-1140,5100,-34.4
2024,7,6,18,-1865.3333,-857.5,-3522.6667,0,-465.33333,-128.1667,-2322,-1108.5,5071.6667,-0.833333,-1616.1,-777.1,-2154.044,0,-324,-112.8,-2499.5,-1140,5100,-30.8
2024,7,6,19,-1980,-961.5,-3869.3333,0,-356,-4.666667,-2338,-1116.3333,5175,55.33333,-1796,-879.6,-2396.35,0,-264,0,-2500,-1140,5100,85
2024,7,6,20,-2053.3333,-975.83333,-4129.3333,0,-336,1,-2279.3333,-1117,5140,-116.1667,-1855.3,-969.8,-2501.628,0,-232.3,0,-2500,-1140,5100,-170
2024,7,6,21,-2131.3333,-1058.5,-4341.3333,0,-298.66667,-146.8333,-2202,-1117.8333,5071.6667,-153,-1962.7,-1108.4,-2748.43,0,-420,-149.6,-2500,-1140,5100,-180
2024,7,6,22,-1984,-1071.1667,-4466.6667,0,-257.33333,-144.8333,-2428.6667,-1116.6667,5143.3333,-126.1667,-1867.1,-1190.3,-2631.228,0,-307.4,-129.4,-2499.5,-1140,5100,-180
2024,7,6,23,-2080,-1041,-4446.6667,0,-160,-160.1667,-2455.3333,-1115.5,5075,-122.6667,-2192.2,-1246.5,-2854.026,0,-417,-162.3,-2475.2,-1140,5100,-164.8
2024,7,6,24,-2178,-1010.1667,-4354.6667,0,-248,-256.8333,-2482,-1109.5,4711.6667,-128.3333,-2249.8,-1210.7,-2937.51,0,-468,-162.3,-2475.2,-1140,5100,-140.2
2024,7,6,25,-2210.6667,-1097,-4376,0,-307.33333,-182.1667,-2340.6667,-1118,4426.6667,-132.8333,-2280,-1361.3,-3016,0,-348.6,-177.1,-2482.7,-1140,5100,-137.3
2024,7,6,26,-2261.3333,-1151,-4368,0,28,-79.16667,-2420.6667,-1117.3333,4380,-151,-2300,-1300.6,-3119.2,0,-121.7,-72.2,-2498.9,-1140,5100,-156
2024,7,6,27,-2004,-1172,-4324,0,-88.666667,-297.6667,-2484.6667,-1117.3333,4533.3333,-171.5,-2300,-1240.1,-3101.576,0,-236.2,-300,-2500,-1140,5100,-170
2024,7,6,28,-1943.3333,-1144.5,-4252,0,-156.66667,-290.6667,-2306,-1116.6667,4851.6667,-145.1667,-2300,-1243.9,-3041.66,0,-299.2,-300,-2500,-1140,5100,-170
2024,7,6,29,-2198.6667,-1342.5,-4352,0,-101.33333,-292.5,-2124.6667,-1117,5078.3333,-115.6667,-2290,-1401.6,-3060.274,0,-248.3,-300,-2500,-1140,5100,-170
2024,7,6,30,-2201.3333,-1317,-4377.3333,0,212.66667,-296.1667,-1916.6667,-1117.5,5096.6667,-29.33333,-2290,-1450,-3029.966,0,18.3,-300,-2118.9,-1140,5100,30.4
2024,7,6,31,-2184,-1292,-4278.6667,0,58,-297.5,-1650,-1116.5,5088.3333,-104.8333,-2199,-1340,-2867.022,0,34.8,-300,-2500,-1140,5100,-166.3
2024,7,6,32,-2101.3333,-1345,-4264,0,248.66667,-296.3333,-2012.6667,-1117.1667,5068.3333,-25.83333,-2121.6,-1337.5,-2681.604,0,153.9,-300,-2500,-994.7,5100,-23.8
2024,7,6,33,-2233.3333,-1237,-4010.6667,0,333.33333,-296.1667,-2460.6667,-1116.5,5091.6667,-75.5,-2004.9,-1340,-2546.798,0,259,-300,-2500,-854.7,5100,-153.8
2024,7,6,34,-2112,-1148,-4045.3333,0,473.33333,-294.6667,-2444.6667,-1116.3333,4838.3333,-74.16667,-1754.5,-1340,-2676.102,0,273.8,-300,-2488.3,-1010.6,5100,-119.1
2024,7,6,35,-1690,-1127,-3024,0,622,-280.1667,-1682,-553.5,4476.6667,-58.83333,-1563,-1330.6,-2350.492,0,357.7,-300,-2467.9,-1140,5100,-149.9
2024,7,6,36,-1146,-863,-1795,0,1126.6667,1,-969,-133.16667,4855,-11.33333,-1284.5,-1230.2,-1841.838,0,661.5,0,-2046.1,-1117.2,5100,-81.2
2024,7,6,37,-1000,-1269,-1895.3333,0,1108.6667,1,-757.33333,-117.83333,4946.6667,11.66667,-1293.8,-1439,-1707.904,0,808.2,0,-2018.1,-1140,5090,-39.3
2024,7,6,38,-764.66667,-1172,-1395.3333,0,949,1,21.333333,567.5,4795,-34.83333,-891.9,-1438.1,-1166.046,0,931.5,0,-1057.7,-896.9,4753.7,-131.1
2024,7,6,39,-671.33333,-1209.1667,-1695,0,1104.6667,1,-357.33333,-127.5,4758.3333,-10.33333,-1009.7,-1326.3,-1690.678,0,1033.2,0,-1897.6,-1102.4,5061.5,-24.2
2024,7,6,40,-781.33333,-677,-928,0,1013.8333,1,160,215.5,4938.3333,13.83333,-986.9,-889.6,-1242.764,0,1036.9,0,-1641.2,-1022,5090,-71.4
2024,7,6,41,-824.66667,-556.5,-1110.6667,-157.8333,1007,1,-458.66667,212,4938.3333,15.33333,-1028.3,-983.2,-1384.384,0,914.9,0,-2064.8,-1138,5090,-82.1
2024,7,6,42,-884.66667,-609.5,-1241.3333,-174.5,993.66667,-43.66667,-1196.3333,119.5,4903.3333,14.83333,-968.4,-1014.5,-1354.458,0,882.9,-47.9,-2498.4,-1126.8,5060.4,-39.1
2024,7,6,43,-765.33333,-633,-850.66667,-174.5,1003.6667,1,-1207.3333,106.16667,4931.6667,20,-855,-1021.2,-964.81,0,996.6,0,-2308.8,-773.5,5017.8,-3
2024,7,6,44,-1048.6667,-701,-700,-175,808,-60,-1062.6667,283.5,5020,-34.5,-1229.4,-1110,-914.924,0,805.5,-62,-2493.8,-1106.2,5001.1,-141.7
